"Date","Surveyor","Camera_Number","MAX_depth_ft","Site","Area_surveyed_m2","AGLO_size_cm","AGLO_partial_mortality","AGLO_Bleaching","ICRA_size_cm","ICRA_partial_mortality","ICRA_Bleaching","First10m_YN","Notes","Sheet_Name","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","Lat","Long","Year"
2025-02-07,"ES",2,38,"TUT-210",60,"NA","NA","NA","NA","5.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.301899,-170.679903,2025
2025-02-07,"ES",2,38,"TUT-210",60,"NA","NA","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.301899,-170.679903,2025
2025-02-07,"ES",2,38,"TUT-210",60,"NA","NA","NA","NA","5.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.301899,-170.679903,2025
2025-02-07,"ES",2,45,"TUT-211",60,"55.0","1.0","NA","NA","NA","NA","NA","No ICRA at site","ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360358,-170.748776,2025
2025-02-07,"ES",2,45,"TUT-211",60,"22.5","5.0","NA","NA","NA","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360358,-170.748776,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","15.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","1.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","5.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","7.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","2.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","3.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","0.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","55.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-07,"ES",2,50,"TUT-212",60,"NA","NA","NA","NA","80.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.338095,-170.793296,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","85.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","90.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","5.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","90.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","85.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","90.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","90.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","85.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","97.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","98.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","98.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","90.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","65.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","85.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","80.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","85.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","75.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,50,"TUT-169",60,"NA","NA","NA","NA","25.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.330384,-170.812348,2025
2025-02-08,"ES",2,33,"TUT-125",60,"NA","NA","NA","NA","7.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.349654,-170.788046,2025
2025-02-08,"ES",2,33,"TUT-125",60,"NA","NA","NA","NA","90.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.349654,-170.788046,2025
2025-02-08,"ES",2,33,"TUT-125",60,"NA","NA","NA","NA","95.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.349654,-170.788046,2025
2025-02-08,"ES",2,33,"TUT-125",60,"NA","NA","NA","NA","40.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.349654,-170.788046,2025
2025-02-08,"ES",2,33,"TUT-125",60,"NA","NA","NA","NA","96.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.349654,-170.788046,2025
2025-02-08,"ES",2,34,"TUT-168",60,"43.0","0.0","NA","NA","15.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","15.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","90.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","8.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","30.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","90.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","80.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","5.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","3.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","30.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","35.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","3.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","80.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","85.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","4.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","15.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","90.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","0.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","40.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","80.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","70.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","70.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","65.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","50.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","0.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-08,"ES",2,34,"TUT-168",60,"NA","NA","NA","NA","85.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.360877,-170.781335,2025
2025-02-11,"ES",2,47,"TUT-035",60,"43.0","20.0","NA","NA","NA","NA","NA","Funky AGLO","ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.256289,-170.605873,2025
2025-02-12,"ES",2,32,"TUT-204",60,"25.0","5.0","NA","NA","5.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.29099,-170.560818,2025
2025-02-12,"ES",2,32,"TUT-204",60,"50.0","5.0","NA","NA","15.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.29099,-170.560818,2025
2025-02-12,"ES",2,32,"TUT-204",60,"27.5","20.0","NA","NA","NA","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.29099,-170.560818,2025
2025-02-12,"ES",2,39,"TUT-120",60,"NA","NA","NA","NA","75.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.293418,-170.65432,2025
2025-02-12,"ES",2,39,"TUT-120",60,"NA","NA","NA","NA","50.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.293418,-170.65432,2025
2025-02-13,"ES",2,50,"TUT-113",60,"25.0","5.0","NA","NA","NA","NA","NA","No icra at site; AGLO classic everywhere","ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.323617,-170.67021,2025
2025-02-14,"ES",2,31,"TUT-093",60,"45.0","2.0","NA","NA","10.0","NA","NA","AGLO funkyish, long branches","ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.337165,-170.711077,2025
2025-02-14,"ES",2,31,"TUT-093",60,"27.5","10.0","NA","NA","8.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.337165,-170.711077,2025
2025-02-14,"ES",2,31,"TUT-093",60,"NA","NA","NA","NA","20.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.337165,-170.711077,2025
2025-02-14,"ES",2,31,"TUT-093",60,"NA","NA","NA","NA","30.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.337165,-170.711077,2025
2025-02-14,"ES",2,31,"TUT-093",60,"NA","NA","NA","NA","30.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.337165,-170.711077,2025
2025-02-14,"ES",2,48,"TUT-208",60,"20.0","5.0","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.348332,-170.725342,2025
2025-02-14,"ES",2,49,"TUT-206",60,"37.5","20.0","NA","NA","NA","NA","NA","Classic","ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.316944,-170.69317,2025
2025-02-14,"ES",2,20,"TUT-207",60,"20.0","40.0","NA","NA","5.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.303783,-170.683308,2025
2025-02-14,"ES",2,20,"TUT-207",60,"50.0","10.0","NA","NA","40.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.303783,-170.683308,2025
2025-02-14,"ES",2,20,"TUT-207",60,"NA","NA","NA","NA","35.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.303783,-170.683308,2025
2025-02-14,"ES",2,33,"TUT-091",60,"27.5","2.0","NA","NA","5.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","50.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","30.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","80.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","30.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","30.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","25.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","15.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","2.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","0.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","70.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","0.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","70.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","10.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","50.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-02-14,"ES",2,33,"TUT-091",60,"NA","NA","NA","NA","80.0","NA","NA",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.278903,-170.586065,2025
2025-03-12,"ES",2,22,"TUT-215",60,"46.0","0.0","0.0","30.0","5.0","0.0","1.0","all ICRAs in first 10 m","ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.243735,-170.669372,2025
2025-03-12,"ES",2,22,"TUT-215",60,"35.0","10.0","0.0","12.5","20.0","0.0","1.0","one aglo in first 10","ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.243735,-170.669372,2025
2025-03-12,"ES",2,22,"TUT-215",60,"52.0","5.0","0.0","15.0","3.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.243735,-170.669372,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","120.0","95.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","126.0","60.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","50.0","80.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","100.0","80.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","70.0","50.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","35.0","95.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","75.0","90.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","112.5","90.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","30.0","80.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","47.5","95.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","117.5","95.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","35.0","40.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","52.5","65.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","75.0","80.0","0.0","1.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","45.0","95.0","0.0","1.0","^^ first 10 m ^^ (including this one)","ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","80.0","40.0","0.0","0.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","50.0","90.0","0.0","0.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
2025-03-13,"ES",2,43,"TUT-171",60,"NA","NA","NA","60.0","96.0","0.0","0.0",NA,"ES_size_PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.332425,-170.824373,2025
